Stations_id;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr
231;46;      45.8;      45.6;      46.5;      60.9;      81.9;     103.5;     103.1;      89.7;71;      58.8;      62.6;      58.1;     827.6
232;45;      40.4;      40.8;      42.5;      58.8;      80.5;      98.8;      97.6;      89.9;      68.1;      57.4;60;      50.5;     779.8
234;45;31;      28.5;39;      36.2;      48.5;      55.2;      56.7;      47.6;      37.2;      31.1;      34.2;      39.2;488
235;45;      87.2;      50.9;74;60;      69.8;      82.4;      82.4;      77.1;      79.6;      64.8;86;      96.3;     915.8
236;46;      48.2;      47.6;      51.7;      51.3;      76.1;      81.1;      78.2;      54.5;      55.6;66;      65.3;      68.4;744
237;45;      60.4;      51.4;64;57;      67.4;      88.5;      97.1;      89.7;      64.2;      52.1;      63.1;      72.9;     824.1
240;46;      87.1;      65.4;76;      60.9;      65.7;      79.4;      85.2;      67.2;      66.2;      79.1;      85.4;     105.2;     922.7
242;45;      64.4;      54.8;61;      54.1;      67.1;      83.4;      72.8;      67.3;58;      64.1;      63.3;      77.4;     790.7
243;45;      70.5;      45.4;63;      44.9;      53.3;      77.4;      79.3;      71.8;      84.9;      78.1;      82.4;      76.4;824
244;45;      61.4;      40.1;      56.5;      43.7;      50.8;      72.9;      71.9;      68.6;      84.2;      75.7;      78.5;      71.4;     773.5
245;45;      66.9;      45.4;      60.7;      45.8;      55.7;80;      79.3;      70.9;      86.5;      78.6;      82.8;      75.5;     825.7
246;46;      34.8;      28.7;      39.2;      39.6;      47.6;      56.9;      52.7;      56.9;      41.5;      37.3;      39.5;      48.9;     523.6
247;46;      66.4;      60.3;      82.1;91;     108.4;     153.6;     150.3;     137.7;     107.3;      74.1;      92.7;      84.2;    1208.1
248;45;27;      23.9;      35.2;      33.7;      51.4;      57.7;53;      48.5;      37.8;32;      32.4;      38.3;     471.1
249;45;      46.7;42;      50.5;      46.5;      62.3;      65.3;      65.9;      58.2;      52.2;      57.8;      55.2;      61.6;     659.2
250;45;      51.7;42;      52.1;      46.5;      65.5;      71.4;      65.6;      53.2;      52.4;54;      57.5;      65.3;     680.7
251;46;      41.9;      39.6;      42.3;      59.4;      80.2;     103.9;     102.9;      82.9;      64.1;      56.5;      60.8;      51.5;786
252;45;      58.8;      54.5;      65.1;      60.2;      87.3;      92.6;      80.5;      75.2;      68.7;      67.9;      71.9;      75.8;     855.9
255;45;      64.8;40;      55.8;      41.3;      51.7;      72.5;      70.1;      59.4;      63.8;      59.6;      63.2;      70.2;713
256;45;      51.2;      35.3;      53.9;      48.7;      55.1;      67.9;      63.8;      62.2;      51.5;      47.8;      51.2;      60.7;     644.1
257;45;      91.1;      85.5;      96.9;      89.1;     115.4;126;     109.4;87;      95.1;     108.1;     110.2;     108.7;    1213.8
259;45;      63.2;60;      62.4;      81.6;     104.1;     109.7;      92.4;      90.5;      81.2;      82.9;      78.5;      80.3;     986.3
260;45;      34.2;28;40;      40.5;      53.6;      63.3;      53.5;      60.8;      40.7;38;      34.6;      43.4;     527.9
262;45;      68.2;      55.1;      66.2;      51.6;      77.3;      93.3;      94.7;      81.3;69;69;      67.9;      83.9;     877.1
264;46;      37.4;      28.3;      38.7;      41.2;      55.3;      60.8;      59.9;      63.6;      44.2;      38.4;      43.1;49;     559.9
266;45;      33.5;      27.9;      40.6;      34.4;      49.5;      58.8;      50.5;52;      38.6;      33.6;      36.6;      44.2;     499.6
267;46;      51.4;      45.6;      54.9;      59.4;      84.9;     106.7;     109.5;      98.6;      70.6;      57.9;      66.2;      62.5;     868.2
268;46;     169.6;     140.3;     143.3;     114.4;     138.1;     148.5;     144.5;     114.1;     118.9;     152.4;     172.7;     185.9;    1742.8
269;46;     201.1;     161.1;     155.6;     111.8;     137.4;     148.7;     143.3;     117.1;     115.8;     149.5;187;     206.8;    1835.1
270;46;     146.5;     129.7;     125.2;100;     109.1;118;     113.5;      94.2;96;     127.1;     145.7;     170.4;    1475.6
271;46;     177.8;     154.9;     159.2;     119.3;     133.3;     150.5;     139.8;     111.7;123;     156.2;     180.9;     204.4;    1810.9
272;45;      54.4;      42.2;      53.5;      47.5;      58.7;      81.1;      81.4;      55.9;      61.4;      56.1;      54.9;      63.9;     711.2
273;46;      50.3;      52.4;      53.3;      70.7;      93.7;     118.3;112;      96.6;      80.9;      65.6;      75.3;      67.1;936
274;46;      68.3;      46.9;      63.9;      53.1;      57.7;      76.7;      67.5;      64.6;      60.2;      58.6;      63.5;      78.3;     759.5
275;45;     184.2;168;194;     175.1;     196.9;     271.3;     277.3;     224.5;     187.8;     160.6;     204.3;     197.6;    2432.4
276;45;      29.9;      27.7;37;      41.4;      56.7;      58.5;      63.3;      56.9;41;      37.1;      38.9;      40.3;     528.1
277;46;      48.4;      48.8;      54.3;      71.3;      99.3;     107.6;      85.4;      87.9;63;      70.9;66;      62.1;     864.9
278;45;      36.7;      33.2;46;      41.9;      63.2;      67.2;      55.2;      54.6;      41.3;      36.4;      37.5;      44.4;     558.7
279;45;      53.6;      53.8;      60.8;      69.8;      95.4;     105.5;      96.8;      78.7;      70.9;      70.6;      71.9;      67.7;     896.1
280;46;      52.1;      40.6;      49.8;      43.5;56;      77.3;      72.9;      53.2;      54.6;      54.4;53;      60.7;     668.1
281;46;      49.7;      39.2;      49.7;      42.2;      56.2;      78.4;      74.2;54;      53.5;      52.7;52;      59.9;     661.8
282;45;      45.7;      36.1;      46.5;      39.9;58;      77.1;      71.8;      52.4;      51.5;      49.7;      48.6;      55.4;     633.8
283;46;      49.5;      39.4;      48.6;      42.6;      58.5;      80.1;      71.7;      52.7;      54.7;53;      53.4;      60.8;     664.9
284;46;49;      39.2;      48.8;      41.8;      59.1;      79.7;      73.5;      53.1;      53.9;      52.7;      52.5;      59.2;     662.7
285;45;      73.4;      62.6;      75.1;      64.5;      79.8;      89.1;      89.4;      63.3;      71.2;      82.6;      87.3;93;     928.2
287;46;      29.6;      24.4;      35.6;      31.6;      47.1;      56.6;      48.7;      50.8;      34.6;      31.9;      32.1;      40.4;     463.4
288;46;      40.9;      26.9;      38.6;      34.1;      49.7;      63.2;59;      57.3;      52.8;      40.2;44;      49.1;     555.9
289;45;      70.1;46;      64.2;      47.8;      54.4;75;      73.5;      72.7;      70.3;      67.7;      70.6;      83.8;     798.8
290;45;      44.8;35;46;      38.6;      49.6;      64.5;51;      53.4;      42.3;      40.4;      42.5;      53.5;560
291;45;      47.3;      32.6;      45.7;40;      50.4;      64.3;      68.2;      56.5;50;      45.4;      49.2;      59.8;     604.8
292;46;      65.5;      41.5;      55.5;      41.1;      51.3;      71.9;      66.1;61;      58.7;      59.2;      56.9;      68.6;     697.4
293;45;      65.9;      47.5;      68.5;      59.5;      60.3;      81.6;      73.8;      69.9;      62.1;      61.9;      62.2;      79.7;     795.7
294;46;      67.1;      45.7;63;      55.3;      60.5;80;      72.1;      71.1;      65.1;      58.2;      64.1;78;     780.1
295;45;      46.1;      33.4;      46.6;      44.1;      51.1;      66.2;      58.9;      62.7;50;      47.8;      48.5;      54.8;     611.2
296;45;      67.7;      44.6;      59.8;      44.1;      54.2;      79.1;      71.2;      68.6;      73.2;      66.3;      69.8;71;     768.1
297;45;53;      32.9;      46.5;      36.6;      45.7;      63.6;      61.6;      57.8;      56.2;      47.5;      50.8;      59.8;     609.8
298;46;      49.8;      32.1;      43.7;      33.4;      50.3;      65.6;      60.9;      61.4;      60.3;      58.5;      52.9;      55.4;     624.4
301;45;     101.9;      86.7;      90.2;      84.1;      98.8;     116.1;     110.8;      85.9;      81.7;95;     103.7;     113.6;    1171.3
303;45;37;      31.4;      37.8;      38.7;      50.2;      60.5;      55.1;      59.4;      44.2;      36.9;      40.1;      48.3;     532.1
304;45;69;      45.4;      61.5;47;      58.8;      83.5;      81.6;      69.9;      75.1;      67.4;79;77;     807.9
306;45;      42.3;      33.4;      46.7;45;      58.5;      66.4;      69.2;      51.7;      51.9;      49.3;      50.8;      51.3;     616.6
308;45;      63.9;      44.7;      50.9;      43.5;      53.3;      62.5;      63.6;      48.8;49;      54.9;      61.1;      78.5;675
309;45;      85.6;57;      68.2;      49.1;      63.4;      65.2;      69.2;      57.6;      58.2;      61.9;      76.3;93;     806.4
310;45;     120.8;      75.5;      95.4;      67.9;      74.1;      87.9;      76.2;      68.8;      83.8;92;     107.1;     131.3;    1083.8
311;46;      43.9;      38.8;      44.2;      46.8;      65.8;      88.9;      86.9;75;      61.6;54;      55.2;      51.6;     712.6
312;45;      53.5;      32.9;47;      40.4;      52.3;73;      68.1;      61.4;      53.8;46;      54.1;      62.4;     645.2
313;45;      90.2;      64.2;      75.7;      54.7;      65.5;      72.2;      59.8;      62.5;      66.9;      77.8;      85.8;     101.3;882
314;45;      46.7;      38.4;      47.9;      48.9;      66.2;      68.7;      74.9;      72.3;      49.4;      40.8;      50.8;      56.2;     664.9
315;46;      47.7;      42.5;51;      50.7;      71.6;      97.2;      94.5;      80.4;      64.1;55;      59.2;      58.7;     772.6
316;45;      41.1;36;40;      40.4;      56.9;      60.6;      62.5;      46.8;      51.3;54;      52.2;      51.5;     586.7
317;45;     131.8;      89.6;     109.6;      78.7;      96.4;     115.1;     137.7;     106.2;     103.7;     105.2;     117.2;168;    1358.2
318;45;      68.9;      70.2;90;     101.9;     135.1;     186.3;     191.8;     165.5;     120.5;87;     105.6;      85.1;    1403.6
319;45;      76.2;      74.6;      83.6;      94.7;     108.1;     148.1;     139.4;     127.8;      99.7;      80.8;     102.4;      96.5;1225
320;45;      60.8;45;      54.6;      45.7;      56.3;      78.9;      85.7;      57.3;      55.6;      56.3;      56.9;      70.5;     726.8
322;45;55;      39.9;      51.9;      50.6;      68.4;74;      72.6;      55.9;54;      59.3;      60.8;66;     708.1
323;45;      50.5;      41.3;      50.5;      50.5;69;      76.5;75;      60.9;      58.2;      59.4;      55.4;      61.2;     711.2
324;45;      85.1;      68.6;      74.3;      58.9;      74.9;      69.4;75;      54.6;      68.7;      79.3;      90.5;     101.6;     893.5
325;45;      70.6;      49.1;      68.1;      51.4;      63.7;      75.7;      75.6;      70.1;      72.4;      62.4;      69.7;      78.5;     805.8
326;45;      66.8;      40.6;      63.6;      46.1;      64.1;      77.9;      73.5;      68.2;      71.4;      54.9;69;      71.6;     767.6
327;45;      80.4;      45.7;      67.5;      49.3;      65.4;      89.1;      84.5;      76.6;      92.5;      80.8;     100.8;      87.3;     929.8
328;45;      39.8;      31.8;41;      36.3;      49.8;      58.3;50;51;      38.5;      34.6;      40.6;      52.2;     517.2
329;45;      39.7;      33.2;      39.8;      36.2;      51.4;      63.7;      53.9;53;      45.2;      36.8;      40.8;53;     543.8
330;45;     102.3;      78.4;      90.5;      64.7;85;      93.1;90;      66.2;      78.9;      99.3;      98.4;117;    1065.4
331;45;     110.4;      87.1;104;      72.3;      89.8;      95.2;      95.8;      70.9;      86.3;     103.1;     103.8;     125.6;1143
332;45;      26.5;      23.8;36;34;      49.4;      55.2;      50.1;      48.5;      35.5;      31.3;      32.5;      35.2;     461.4
333;45;      36.7;      29.4;      35.6;      34.4;54;      60.2;      52.5;      54.8;      38.6;      33.6;38;      48.3;     516.5
334;45;      44.5;      33.6;      40.4;      37.9;      43.8;59;      59.3;      54.9;      43.9;      41.8;      40.8;      48.6;     550.2
335;46;      56.9;39;      49.2;      39.1;46;      63.7;      69.8;      60.9;60;      57.2;60;      64.5;     666.2
336;45;      47.8;      38.5;      50.3;      50.8;      61.8;      70.2;      66.2;      57.6;      50.6;      47.8;      53.3;      58.9;653
337;45;      51.2;      44.1;      49.9;      49.1;      70.6;      86.4;      81.4;      69.9;      58.1;      58.7;      57.9;      61.7;     738.7
338;45;      42.9;      33.9;      44.2;      45.8;      49.9;      59.4;      58.9;      61.6;47;      41.9;      46.5;      53.3;     588.3
339;45;      40.8;36;      44.9;      48.9;      51.5;      62.2;      69.4;      62.9;      49.7;      41.5;      45.1;      49.4;     599.5
340;45;      28.1;      24.7;      35.4;      35.2;      51.5;      60.9;      52.7;52;      39.5;      34.4;      34.7;      37.5;     487.5
342;46;      75.3;      49.8;      66.4;      48.1;      58.4;      79.9;      69.3;      67.3;67;      65.9;      70.3;      81.5;     799.4
343;45;53;      40.4;      51.3;      45.7;      49.1;      66.6;      65.4;      49.8;      53.6;      50.4;      54.5;      68.9;     650.2
344;45;      37.1;29;      38.5;      35.9;      41.6;59;      45.8;49;      36.9;      37.5;      37.6;      44.6;     491.4
345;45;      44.3;37;      46.2;      42.7;      47.3;      61.6;48;      53.9;      41.2;      39.3;44;      58.1;     559.3
346;46;      33.2;26;38;      35.5;      51.1;65;      52.6;      50.4;      38.2;      35.2;      38.4;      42.6;     505.9
347;45;      45.7;      35.8;      47.4;      44.2;      57.9;      68.5;      76.5;      54.2;      53.3;      52.8;      55.1;      57.9;     649.4
348;46;      42.1;      35.1;      46.4;      42.9;      56.9;      68.4;      74.1;      53.1;54;      50.5;      51.8;      53.3;     628.5
349;45;      68.9;      68.7;      90.1;     112.3;     148.6;     213.9;209;     179.2;     135.2;      91.9;     107.3;      85.6;1505
351;46;      97.5;      69.5;93;      60.6;      67.8;      89.2;      69.2;      66.1;      63.9;      79.1;      91.7;     107.2;     954.9
352;46;      59.6;      40.7;      60.5;      50.5;      52.4;71;      61.8;61;      56.8;      52.3;      54.2;      69.7;     690.7
353;45;      37.7;      30.2;      39.9;      33.5;      44.4;      60.4;      47.6;      51.8;      43.4;      34.6;39;      50.4;     514.8
354;45;      73.4;      59.1;      71.8;60;      64.9;      83.3;80;      71.2;      63.6;      65.6;      75.8;      87.5;     853.9
355;46;      58.3;      50.7;      60.4;      56.9;      75.6;      83.2;      87.4;68;      63.6;      66.3;      70.7;      69.2;     810.1
356;46;      49.9;      36.1;      49.5;      46.8;      53.5;      76.8;      61.9;      63.9;      51.6;      47.1;      50.1;      57.2;     644.2
